,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,cad_payoff
428,523,bud5u87q,608c451be10e84b9fc005f3e,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:23:03.451253+00:00,1,,,140.0,523,,10.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0,Female,72.0,US,MBA,Other Management,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Bonds,Do not know,See how well we would do in making decisions.,No,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 130}",1,1,vvlpwazd,,,,,0,9.0
429,524,ixpeshvx,5ed3055d98e33f182062933b,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:23:44.190480+00:00,1,,,165.0,524,,10.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,1.0,Female,57.0,US,undergraduate: 4th year,Other,0.0,1.0,0.0,1.0,Less than once a month,Less than once a month,Stocks,No,I don’t know,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 155}",1,1,vvlpwazd,,,,,0,10.25
430,527,whkurwmq,571f8b7d936f5f0009c6d7c9,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:24:12.447929+00:00,1,,,153.0,527,,8.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,2.0,5.0,Female,59.0,US,undergraduate: 2nd year,Other,0.0,0.0,0.0,0.0,Less than once a month,Monthly,Bonds,Do not know,knowledge of trading stocks,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 145}",1,1,vvlpwazd,,,,,0,9.25
431,528,6va165hn,62b601e089d3d1134aed066b,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:24:25.151829+00:00,1,,,200.0,528,,10.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,,Female,71.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,0.0,Less than once a month,Daily,Stocks,No,To see how much the average investor knows about the markets?,no,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,12.0
432,529,1ohcgnlw,610ab5a4cbc548edb197aaf1,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:24:45.870179+00:00,1,,,172.0,529,,12.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,1.0,Female,62.0,US,undergraduate: 2nd year,Other,1.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Bonds,No,I do not know.,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,11.0
433,530,yktydr5k,5615777c7ffc8a000a811c61,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:26:10.096606+00:00,1,,,126.0,530,,11.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0,Male,62.0,US,PhD,Other,0.0,1.0,1.0,0.0,Monthly,Weekly,Stocks,Yes,how well we trade,nope all good,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 115}",1,1,vvlpwazd,,,,,0,8.5
434,531,qwjc25k3,5b2bfb37163ead00013fb8b4,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:26:35.195851+00:00,1,,,222.0,531,,12.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,,Female,58.0,US,undergraduate: 4th year,Other,1.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,I'm not sure.,No.,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 210}",1,1,vvlpwazd,,,,,0,13.5
435,533,g93ioxli,63cd702332437641bf25afeb,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:26:48.237387+00:00,1,,,192.0,533,,7.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0,Female,48.0,US,undergraduate: 4th year,Other Management,0.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,Yes,ONLINE TRADING ON THE STOCK MARKET,NONE,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,11.0
436,534,tiaqxwi6,640cb6af92ef0ceef6722021,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:28:31.337325+00:00,1,,,196.0,534,,11.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,72.0,US,master,Finance,1.0,1.0,1.0,1.0,Monthly,Monthly,Cryptocurrencies,Yes,The aim of this study is to collect data and insights into how people make financial decisions in order to better understand how different people approach financial issues.,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,12.0
437,535,uwm7lg6h,60cfe495190da9fb2a1b9e52,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:28:36.121306+00:00,1,,,136.0,535,,11.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,1.0,Male,23.0,US,undergraduate: 4th year,Other,0.0,1.0,1.0,1.0,Monthly,Daily,Cryptocurrencies,No,To evaluate peoples trading strategies,none,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 125}",1,1,vvlpwazd,,,,,0,9.0
438,538,b716vsu8,5baac103748f990001a1101e,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:29:11.980426+00:00,1,,,159.0,538,,9.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,61.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,I am not sure,no,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 150}",1,1,vvlpwazd,,,,,0,9.75
439,539,cquy9vk8,5d5d431608a4b10016285091,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:29:37.202461+00:00,1,,,231.0,539,,11.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,1.0,1.0,Female,64.0,US,undergraduate: 2nd year,Other,0.0,1.0,1.0,1.0,Weekly,Multiple times a day,Stocks,No,To find out if people like trading apps that have cute icons...?  I really don't know.,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 220}",1,1,vvlpwazd,,,,,0,13.75
440,540,paxg5dw6,5c1ac9a924e01a000144e64a,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:29:50.896590+00:00,1,,,134.0,540,,4.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,24.0,US,high-school graduate,Other,0.0,1.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,To test financial literacy of the financial markets.,No.,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 130}",1,1,vvlpwazd,,,,,0,7.5
441,541,5edsyqsh,5c8fa199208071000183d490,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:30:04.106152+00:00,1,,,230.0,541,,10.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0,Female,58.0,US,high-school graduate,Other Management,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,"not sure, gathering info on age range, etc for trading",no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 220}",1,1,vvlpwazd,,,,,0,13.5
442,542,i69w0m57,612b86da38f96808af7bb1da,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:30:14.832157+00:00,1,,,181.0,542,,11.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0,Female,59.0,US,undergraduate: 4th year,Other Management,0.0,0.0,1.0,0.0,Less than once a month,Weekly,Stocks,No,To see how risk adverse people are,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,11.25
443,543,8gmumrea,615252fe3ac6a44f68bdc779,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:32:30.204989+00:00,1,,,186.0,543,,6.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,4.0,,,Female,27.0,US,undergraduate: 2nd year,Other,0.0,0.0,0.0,1.0,Monthly,Less than once a month,Stocks,Do not know,Gauge financial knowledge,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,10.5
444,544,a6e0vd8a,63d1650b103325686e22e3b7,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:34:52.543853+00:00,1,,,140.0,544,,10.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,3.0,,,Male,38.0,UM,undergraduate: 4th year,Other Management,1.0,0.0,1.0,1.0,Monthly,Monthly,Stocks,No,risk management,none,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 130}",1,1,vvlpwazd,,,,,0,9.0
445,545,kjlzi8oo,608e2cb9067eb028500433d5,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:35:11.327483+00:00,1,,,192.0,545,,12.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,3.0,3.0,Female,67.0,US,undergraduate: 4th year,Other Management,0.0,1.0,1.0,0.0,Less than once a month,Daily,Stocks,No,To see how much risk we are willing to take when there is a bonus at stake.,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,12.0
446,546,0s89hgxq,6109482350367148ce0aa834,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:36:34.388944+00:00,1,,,204.0,546,,9.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,28.0,US,undergraduate: 1st year,Other Management,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,No idea,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,12.0
447,548,gz9z2gr6,5df4565dfeea89323021ef27,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:38:35.132161+00:00,1,,,185.0,548,,10.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,4.0,Female,66.0,US,undergraduate: 4th year,Other Management,1.0,0.0,0.0,0.0,Less than once a month,Monthly,Stocks,No,Individual trading behaviour,,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,11.25
448,549,58dpwfzb,5e790129bd76c94a7b3aa7b6,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:39:01.692100+00:00,1,,,183.0,549,,8.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,61.0,US,master,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,to measure risk against potential of return,no.,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,10.75
449,550,3ghml26z,5e8b32ec2c33ae7f20a0b401,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:39:55.900287+00:00,1,,,216.0,550,,11.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,61.0,US,master,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",No,trading stocks,none,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,13.0
450,551,zt9go1gv,5f9224b2746358140f0c50bd,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:41:34.489285+00:00,1,,,261.0,551,,11.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0,Female,21.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,To learn the habits of individuals of different financial knowledge levels.,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 250}",1,1,vvlpwazd,,,,,0,15.25
451,552,stx4wd44,6007a7996fbeef04ce080f90,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:41:45.007273+00:00,1,,,224.0,552,,9.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,65.0,US,undergraduate: 4th year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,How knowledgeable people are financially and IF they can learn. Which I don't think I can.,,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0,13.0
452,553,ujz9l4rj,5f6666e43be0b923d23c8df8,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:45:46.355031+00:00,1,,,217.0,553,,7.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Female,64.0,US,undergraduate: 2nd year,Other Management,0.0,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,"To see how we would buy and sell based on limited information on a stock. I prefer 401ks, you get to invest in many mutual funds and other options. I have always put 20% in low risk, 20% in high risk and 60% in the middle and have always done well.",,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 210}",1,1,vvlpwazd,,,,,0,12.25
453,554,assh1xqn,5d5c4a4274abca000158631b,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:47:57.841377+00:00,1,,,124.0,554,,4.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,4.0,5.0,Female,50.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,Stocks and trading,,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 120}",1,1,vvlpwazd,,,,,0,7.0
454,555,hlcu6qpw,63a18415816a2a0cbe438f1b,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:53:35.979215+00:00,1,,,210.0,555,,10.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,Only trade on Design #1,5.0,,,Female,53.0,US,master,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,Possiblly to determine certain peoples ability to predict changes in stock prices,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,12.5
455,556,8ywi8mz6,638e415e46b2a8da60722496,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:54:24.406332+00:00,1,,,198.0,556,,8.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,67.0,US,undergraduate: 4th year,Other Management,1.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,Do not know,To see how participants make trading choices.,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,11.5
456,557,eds9k8c3,5d67476c0ca617001699fe7a,0,23,23,post_experimental,FinalForProlific,2023-04-11 20:05:45.154084+00:00,1,,,194.0,557,,9.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,3.0,Female,32.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,I think the purpose of this study is to understand how normal people think about financial transactions.,No. Everything was clear and easy.,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,11.5
457,558,ux86dfgk,6387f4bcdf5c22093c240bf6,0,23,23,post_experimental,FinalForProlific,2023-04-11 20:11:05.423215+00:00,1,,,190.0,558,,5.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,55.0,US,undergraduate: 4th year,Other,1.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,I have absolutely no idea,No difficulties I just don't understand financial/stocks/bonds and the like because I've not been educated in this area.,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,10.5
458,559,stxxlsek,559d9916fdf99b1e2b2dc6b8,0,23,23,post_experimental,FinalForProlific,2023-04-11 20:14:15.272954+00:00,1,,,169.0,559,,4.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Female,69.0,US,undergraduate: 4th year,Other Management,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,I have no idea. I usually don't try to even guess that.,"Yes, now that I've tried to advance the page: The questions above about trading are not optional, even though I said that I have no trading experience. I've had to plug in answers that really don't apply to me (I don't have a portfolio; I don't know what leverage is) just to continue with this study, which after 53 minutes is not something I want to send back. If you decide to redo this please either make those questions optional or include a ""N/A"" answer choice.    Also - The moving bar was distracting at first but I got used to it. I had some trouble with the instructions but less than I thought I would. I was actually not expecting to get through the comprehension checks. I missed one the first time but was given another chance, which I appreciate.    I consider trading to be way too risky for someone with my income so I haven't tried it, but based on what I saw here I think it can be addictive. It's basically like playing a game - see if you can ""catch"" the price at the right point - except that the stakes can be really high. Trading has the potential to be a fast track to bankruptcy.    This was really interesting; I'm glad I got to do it. Thank you.","{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 165}",1,1,vvlpwazd,,,,,0,9.25
